rounded_price,year,manufacturer,model,condition,cylinders,fuel,transmission,drive,type,state,odometer_range
4000,2007,ford,focus,good,5,gas,automatic,4wd,hatchback,pa,100k-150k
11000,2011,others,xf,like new,8,gas,automatic,rwd,sedan,ca,50k-100k
23000,2018,volkswagen,beetle 2.0t coast,good,5,gas,other,fwd,hatchback,nc,0-20k
29000,2020,ram,promaster cargo van,good,6,gas,automatic,fwd,van,va,50k-100k
18000,1987,dodge,dakota,fair,5,gas,automatic,rwd,pickup,or,100k-150k
4000,2008,dodge,caliber,good,4,gas,other,fwd,sedan,nj,100k-150k
33000,2018,ford,f-150,good,8,gas,automatic,rwd,pickup,tx,50k-100k
5000,2001,toyota,camry solara 2dr cpe se v6 auto (natl),good,6,gas,automatic,fwd,coupe,or,150k-200k
5000,2000,ford,ranger xlt,good,6,gas,manual,rwd,sedan,va,150k-200k
11000,2015,honda,odyssey,excellent,6,gas,automatic,fwd,sedan,ma,100k-150k
23000,2018,acura,ilx technology plus and,good,5,other,automatic,fwd,sedan,pa,0-20k
7000,2012,hyundai,elantra,good,4,gas,automatic,fwd,sedan,fl,100k-150k
3000,2006,toyota,camry,excellent,5,gas,automatic,fwd,sedan,oh,100k-150k
7000,2011,ford,x1 x2 x4 x5 x6 x7 135i x3,good,5,gas,automatic,4wd,sedan,ca,100k-150k
5000,2009,others,g6,good,4,gas,automatic,fwd,sedan,wi,50k-100k
6000,2006,others,xc90 2.5t 4wd,excellent,5,gas,automatic,4wd,SUV,ca,50k-100k
23000,2014,ford,expedition xlt sport,good,8,other,other,4wd,other,ma,50k-100k
18000,1903,chevrolet,corvette,good,5,gas,automatic,4wd,other,ct,100k-150k
6000,2006,gmc,sierra denali,good,8,gas,automatic,4wd,truck,wi,200k-300k
9000,2002,toyota,tacoma,good,6,gas,automatic,4wd,truck,pa,150k-200k
9000,2008,ford,Scion xB,good,4,gas,manual,fwd,wagon,nv,150k-200k
10000,1951,ford,Plymouth cambridge,good,6,gas,manual,4wd,coupe,nj,50k-100k
22000,2019,volkswagen,golf sportswagen,excellent,4,gas,manual,4wd,wagon,co,0-20k
7000,2014,chevrolet,malibu eco,good,4,gas,automatic,fwd,sedan,ia,100k-150k
6000,2010,bmw,328i,good,6,gas,manual,4wd,coupe,wa,100k-150k
17000,2015,ford,e350 cutaway,good,8,gas,automatic,4wd,sedan,pa,100k-150k
6000,2010,jeep,liberty,good,5,gas,automatic,4wd,sedan,mi,150k-200k
14000,2016,honda,crv,excellent,4,gas,automatic,fwd,SUV,ca,0-20k
25000,2017,kia,sedona sx minivan 4d,good,6,gas,other,fwd,van,nh,20k-50k
5000,2009,hyundai,elantra,excellent,6,gas,automatic,4wd,sedan,va,100k-150k
12000,2002,ford,CHEV. CORVETTE,good,8,gas,automatic,rwd,sedan,ga,150k-200k
30000,2020,subaru,brz limited,new,4,gas,manual,rwd,coupe,ga,0-20k
19000,2011,ford,edge,excellent,5,gas,automatic,fwd,sedan,tx,20k-50k
18000,2007,ford,focus wagon,fair,5,gas,automatic,4wd,wagon,or,200k-300k
18000,2020,ram,3500 lifted tradesman drw 6.7 cummins,good,6,diesel,automatic,4wd,pickup,nm,0-20k
18000,2012,ford,focus,excellent,4,gas,automatic,fwd,sedan,tx,100k-150k
24000,2008,ford,f-250,excellent,8,diesel,automatic,4wd,truck,fl,200k-300k
35000,2015,ford,super duty f-250 srw,good,8,gas,automatic,4wd,truck,mt,100k-150k
16000,2014,others,xc60 t6 awd,excellent,6,gas,automatic,4wd,SUV,ga,50k-100k
18000,2007,dodge,grand caravan,good,5,other,automatic,4wd,sedan,pa,50k-100k
4000,2008,volkswagen,rabbit,good,5,gas,automatic,fwd,sedan,pa,100k-150k
18000,2001,chevrolet,corvette,good,5,gas,automatic,4wd,coupe,wy,50k-100k
18000,2009,subaru,legacy,excellent,5,gas,automatic,4wd,sedan,ca,100k-150k
14000,2006,ford,freightliner m2 106,good,5,diesel,automatic,4wd,truck,ma,300k-400k
11000,2010,ford,explorer,good,6,gas,automatic,4wd,SUV,ri,100k-150k
6000,2006,others,xc90 awd,good,5,gas,automatic,4wd,SUV,ct,100k-150k
38000,2017,toyota,tundra double cab limited,good,8,other,automatic,4wd,pickup,az,20k-50k
20000,2007,chevrolet,silverado,good,5,diesel,automatic,4wd,sedan,mi,150k-200k
13000,2011,toyota,sienna,good,6,gas,automatic,fwd,other,ca,100k-150k
4000,2003,lexus,es300,good,6,gas,automatic,4wd,sedan,il,200k-300k
8000,2010,hyundai,veracruz gls,good,6,other,automatic,fwd,other,oh,100k-150k
13000,2013,cadillac,ats,excellent,6,gas,automatic,4wd,sedan,ia,100k-150k
18000,2017,others,f-150,good,6,other,automatic,fwd,other,ny,0-20k
43000,2013,gmc,sierra,good,5,diesel,automatic,4wd,pickup,co,50k-100k
18000,2019,chevrolet,corvette,new,8,gas,automatic,rwd,convertible,sd,0-20k
6000,1972,ford,1972 MG Midget,excellent,4,gas,manual,rwd,coupe,va,0-20k
10000,2011,toyota,camry,excellent,4,gas,automatic,fwd,sedan,ks,100k-150k
4000,2010,chevrolet,impala,good,5,gas,automatic,4wd,sedan,oh,100k-150k
23000,2015,nissan,armada,good,5,other,automatic,fwd,SUV,ok,50k-100k
28000,2018,others,mkx reserve sport,good,6,gas,other,fwd,other,fl,20k-50k
45000,2020,ford,explorer limited suv,good,5,gas,automatic,4wd,sedan,al,0-20k
9000,2006,toyota,camry se,excellent,6,gas,automatic,fwd,convertible,ma,100k-150k
35000,2018,lexus,gs 350,good,6,gas,other,rwd,sedan,ca,20k-50k
25000,2013,gmc,sierra 1500 extended cab slt,good,8,other,other,4wd,pickup,ok,50k-100k
42000,2018,ford,f150 supercrew cab xlt,like new,8,gas,automatic,4wd,pickup,wi,20k-50k
44000,2020,acura,mdx sh-awd w/technology,good,6,gas,other,4wd,other,md,0-20k
33000,2017,ram,1500 crew cab big horn,good,6,other,other,4wd,pickup,ma,0-20k
6000,2010,dodge,charger sxt,new,8,gas,automatic,rwd,sedan,ca,150k-200k
14000,2012,honda,odessey ex-l,good,5,gas,automatic,4wd,sedan,ar,100k-150k
22000,1995,chevrolet,tahoe,excellent,8,gas,automatic,rwd,sedan,ca,100k-150k
4000,2003,toyota,camry solara convertible,good,5,gas,automatic,4wd,sedan,al,150k-200k
6000,2006,toyota,prius hybrid,like new,4,hybrid,automatic,fwd,sedan,ar,150k-200k
30000,2012,ram,3500,excellent,6,diesel,automatic,4wd,sedan,or,200k-300k
17000,2010,chevrolet,express g3500 van,excellent,5,gas,automatic,rwd,sedan,wi,100k-150k
6000,2001,toyota,4runner,excellent,6,gas,automatic,4wd,SUV,va,200k-300k
5000,2007,hyundai,santa fe,excellent,6,gas,automatic,fwd,SUV,il,100k-150k
10000,2014,ford,f150,good,5,gas,automatic,4wd,sedan,ca,100k-150k
12000,2016,ford,focus,excellent,4,gas,automatic,fwd,sedan,ny,0-20k
18000,2019,ford,ecosport s sport utility 4d,good,5,other,other,fwd,hatchback,ca,0-20k
6000,2008,hyundai,sonata gls v6sedan,excellent,6,gas,automatic,4wd,sedan,or,50k-100k
10000,2005,ford,f-150,good,8,gas,automatic,4wd,truck,ny,100k-150k
18000,2008,kia,sedona ex,excellent,6,gas,automatic,fwd,mini-van,or,200k-300k
4000,2004,others,eclipse gs 2dr,good,4,gas,automatic,4wd,hatchback,pa,150k-200k
4000,2006,kia,sorento,good,6,gas,automatic,4wd,SUV,ma,100k-150k
22000,2020,subaru,legacy,like new,4,gas,automatic,4wd,sedan,co,0-20k
8000,2013,kia,optima,good,4,gas,automatic,rwd,sedan,tn,100k-150k
18000,2017,others,panamera,good,5,gas,automatic,4wd,sedan,fl,20k-50k
30000,2019,chrysler,pacifica,good,6,gas,automatic,fwd,mini-van,oh,50k-100k
13000,1941,cadillac,f-150,good,5,gas,automatic,4wd,sedan,md,0-20k
8000,2010,toyota,corolla le,excellent,4,gas,automatic,fwd,sedan,fl,100k-150k
18000,1995,toyota,camry,good,5,gas,automatic,4wd,sedan,ca,200k-300k
3000,2003,gmc,sonoma,good,5,gas,automatic,4wd,sedan,ct,50k-100k
18000,2014,honda,civic ex,good,4,gas,automatic,fwd,sedan,or,50k-100k
3000,1998,honda,civic lx,good,5,gas,automatic,4wd,sedan,ks,200k-300k
18000,2018,kia,forte,good,5,gas,automatic,fwd,sedan,ak,20k-50k
18000,2001,others,911 turbo,like new,6,gas,manual,4wd,sedan,or,20k-50k
7000,2003,ford,explorer,excellent,5,gas,automatic,rwd,sedan,wa,100k-150k
30000,2017,ford,mustang gt coupe 2d,good,8,gas,other,rwd,coupe,il,0-20k
17000,2011,ford,f-250,good,5,gas,automatic,fwd,pickup,co,100k-150k
20000,2019,nissan,kicks sv sport utility 4d,good,5,other,other,4wd,hatchback,or,20k-50k
32000,2017,chevrolet,colorado,like new,6,gas,automatic,4wd,sedan,mi,20k-50k
24000,2018,bmw,3 series 328d sedan 4d,good,5,other,other,4wd,sedan,az,20k-50k
4000,2007,chevrolet,express cargo van,fair,8,gas,automatic,rwd,van,va,200k-300k
16000,2012,mercedes-benz,e-class,good,5,gas,automatic,4wd,sedan,oh,50k-100k
16000,2002,chevrolet,silverado,good,8,gas,automatic,4wd,sedan,tn,100k-150k
17000,2013,cadillac,ats 2.5l luxury,good,5,gas,automatic,rwd,sedan,tx,20k-50k
20000,2018,chevrolet,equinox 1lt,good,5,gas,automatic,4wd,sedan,mi,20k-50k
12000,1948,ford,plymouth business coupe,good,5,gas,manual,4wd,sedan,mn,50k-100k
7000,2012,ford,escape,good,5,gas,automatic,4wd,sedan,mi,100k-150k
8000,2017,chevrolet,cruze,excellent,4,gas,automatic,fwd,sedan,tx,50k-100k
18000,2017,chevrolet,silverado,good,5,gas,automatic,4wd,pickup,ok,100k-150k
6000,2004,chevrolet,silverado 1500 work,excellent,8,gas,automatic,4wd,truck,mi,200k-300k
19000,2013,chevrolet,traverse,good,6,gas,automatic,4wd,SUV,nj,50k-100k
6000,1999,ford,f250 super duty,good,8,diesel,automatic,4wd,truck,mt,400k-500k
3000,2002,others,grand marquis,good,8,gas,automatic,rwd,sedan,fl,150k-200k
28000,2017,bmw,x3 xdrive35i,good,5,other,automatic,4wd,other,ma,20k-50k
10000,2008,lexus,is 250,excellent,6,gas,automatic,4wd,sedan,az,100k-150k
19000,2016,hyundai,tucson fwd 4dr se,good,4,gas,automatic,fwd,SUV,hi,20k-50k
11000,2011,honda,cr-v,good,4,gas,automatic,4wd,SUV,ny,100k-150k
29000,2018,others,xe 25t premium sedan 4d,good,5,other,other,4wd,sedan,mi,0-20k
4000,2008,dodge,caliber,excellent,5,gas,automatic,4wd,hatchback,il,100k-150k
18000,1999,others,park avenue,fair,6,gas,automatic,fwd,coupe,wi,150k-200k
36000,2018,ford,f150 super cab xlt pickup,good,6,gas,other,4wd,pickup,fl,20k-50k
47000,2018,audi,a7 prestige sedan 4d,good,5,other,other,4wd,sedan,in,20k-50k
25000,2018,mercedes-benz,c-class c 300 4dr,good,5,gas,automatic,4wd,sedan,mo,20k-50k
8000,2008,ford,e350 wheelchair passanger v,good,8,gas,automatic,4wd,bus,pa,150k-200k
29000,2008,ford,f450,excellent,8,diesel,automatic,4wd,pickup,oh,100k-150k
27000,2019,dodge,challenger,good,5,gas,automatic,rwd,sedan,il,20k-50k
18000,2002,chevrolet,suburban 2500,good,8,gas,automatic,4wd,SUV,oh,150k-200k
6000,2014,nissan,altima s,excellent,4,gas,automatic,fwd,sedan,az,50k-100k
25000,2012,jeep,wrangler,good,5,gas,automatic,4wd,other,pa,100k-150k
16000,2017,volkswagen,passat,good,5,gas,automatic,fwd,sedan,id,20k-50k
30000,2016,toyota,4runner,excellent,6,gas,automatic,4wd,sedan,oh,20k-50k
6000,2004,chevrolet,express,good,5,gas,automatic,fwd,van,nj,150k-200k
8000,2013,hyundai,elantra gls,good,4,gas,automatic,4wd,sedan,ca,50k-100k
6000,2012,chevrolet,sonic ltz,good,4,gas,automatic,fwd,sedan,or,100k-150k
12000,2006,toyota,tundra,excellent,8,gas,automatic,4wd,pickup,ma,100k-150k
38000,2010,chevrolet,corvette grand sport,good,8,other,other,rwd,other,mn,50k-100k
18000,2019,mercedes-benz,e-class,good,5,gas,automatic,4wd,sedan,tx,0-20k
35000,2014,ram,3500,good,5,diesel,automatic,4wd,pickup,fl,200k-300k
38000,2013,chevrolet,silverado 2500hd,excellent,8,diesel,automatic,4wd,pickup,az,20k-50k
17000,2015,volkswagen,golf gti autobahn,good,5,other,automatic,fwd,sedan,ma,50k-100k
22000,1997,ford,f350 diesels powerstroke,excellent,8,diesel,manual,4wd,pickup,id,0-20k
6000,2013,dodge,grand caravan,good,5,other,automatic,fwd,mini-van,oh,200k-300k
18000,2015,ford,f150 xlt sport 4x4 half ton,good,5,gas,automatic,4wd,truck,wa,50k-100k
18000,2005,kia,sorento,excellent,5,gas,manual,4wd,sedan,mi,100k-150k
20000,2015,others,xc60 t6 awd,good,6,gas,automatic,4wd,SUV,vt,100k-150k
14000,2011,chevrolet,camaro,excellent,6,gas,automatic,rwd,coupe,pa,50k-100k
22000,2017,bmw,2 series 230i xdrive,good,5,other,automatic,4wd,coupe,nc,20k-50k
37000,2020,ram,1500,good,5,gas,automatic,rwd,truck,tx,0-20k
18000,1996,others,millenia,excellent,6,gas,automatic,fwd,sedan,tn,150k-200k
18000,2019,acura,ilx sedan,good,4,gas,automatic,fwd,sedan,hi,0-20k
13000,2011,chevrolet,silverado 1500 lt,good,8,gas,automatic,4wd,truck,wi,150k-200k
15000,2013,honda,accord,good,6,gas,automatic,fwd,sedan,nj,100k-150k
38000,2019,ford,Genesis G70 3.3T Advanced Sedan,good,6,gas,other,rwd,sedan,fl,0-20k
42000,2019,toyota,4runner,good,5,gas,automatic,4wd,sedan,wa,20k-50k
31000,2018,others,romeo stelvio ti sport,good,5,gas,other,4wd,hatchback,mn,0-20k
4000,2004,chevrolet,impala,good,6,gas,automatic,fwd,sedan,il,100k-150k
18000,2021,volkswagen,tiguan 2.0t se,good,4,gas,automatic,fwd,SUV,ca,0-20k
15000,2010,others,sport,good,8,gas,automatic,4wd,SUV,nv,50k-100k
34000,2020,chevrolet,express 2500 cargo van,good,8,gas,automatic,rwd,van,or,20k-50k
18000,2018,kia,optima,good,5,gas,automatic,fwd,sedan,az,20k-50k
18000,2002,chrysler,300m,fair,5,gas,automatic,4wd,sedan,il,150k-200k
8000,2011,kia,soul,excellent,4,gas,automatic,fwd,hatchback,oh,100k-150k
14000,2014,ford,f150 4wd,excellent,5,gas,automatic,4wd,sedan,ia,150k-200k
15000,2015,chevrolet,city express lt,good,5,gas,automatic,4wd,sedan,ca,50k-100k
12000,2019,chevrolet,sonic lt,good,5,gas,automatic,4wd,sedan,tx,50k-100k
33000,2019,mercedes-benz,cla,good,5,gas,automatic,4wd,sedan,tx,0-20k
4000,1984,chevrolet,corvette,fair,5,gas,automatic,4wd,sedan,or,100k-150k
12000,2014,jeep,cherokee latitude plus,excellent,6,gas,automatic,4wd,SUV,me,100k-150k
8000,2012,chrysler,town & country,excellent,6,gas,automatic,fwd,mini-van,ar,100k-150k
18000,2011,kia,sportage,good,4,gas,automatic,4wd,SUV,oh,100k-150k
21000,2015,toyota,rav4,good,4,gas,automatic,4wd,SUV,id,50k-100k
52000,2015,chevrolet,corvette stingray,like new,8,gas,automatic,4wd,sedan,ks,20k-50k
15000,2009,toyota,venza wagon 4d,good,5,other,other,4wd,wagon,ca,50k-100k
4000,2007,hyundai,sonata,good,5,gas,manual,fwd,sedan,oh,100k-150k
10000,2010,chevrolet,silverado 1500,good,8,gas,automatic,4wd,pickup,me,100k-150k
18000,2018,volkswagen,jetta gli,excellent,4,gas,automatic,fwd,sedan,tn,20k-50k
25000,2013,gmc,sierra 1500 extended cab slt,good,8,other,other,4wd,pickup,wv,50k-100k
6000,2008,volkswagen,new beetle,good,5,gas,automatic,fwd,sedan,sc,150k-200k
18000,2015,hyundai,genesis,good,6,gas,automatic,rwd,sedan,tn,50k-100k
11000,2011,hyundai,equus signature,excellent,8,gas,automatic,rwd,sedan,tx,100k-150k
13000,2013,bmw,f-150,good,5,gas,automatic,4wd,sedan,ca,100k-150k
4000,2006,hyundai,elantra gls,good,4,gas,automatic,fwd,sedan,fl,50k-100k
18000,2016,chevrolet,silverado 1500 lt crew,good,8,other,other,4wd,other,az,50k-100k
18000,2012,dodge,durango,like new,5,gas,manual,4wd,SUV,fl,50k-100k
18000,2018,ford,f-350,good,5,diesel,automatic,4wd,pickup,fl,20k-50k
18000,2016,ford,super duty f-550 drw,good,8,diesel,automatic,4wd,sedan,wi,20k-50k
8000,2009,honda,civic ex,excellent,5,gas,automatic,fwd,sedan,co,100k-150k
18000,2013,dodge,durango citadel,excellent,8,gas,automatic,4wd,SUV,tx,50k-100k
17000,2011,ford,f-450,good,5,gas,automatic,4wd,other,ct,100k-150k
4000,2009,nissan,altima,good,5,gas,automatic,4wd,sedan,co,150k-200k
16000,2014,ram,1500,good,8,gas,automatic,4wd,truck,ga,100k-150k
18000,2018,bmw,7 series,good,12,gas,automatic,4wd,sedan,nj,50k-100k
10000,2009,acura,tsx,excellent,4,gas,automatic,fwd,sedan,mn,100k-150k
18000,2020,ford,Janesville,good,5,gas,automatic,4wd,sedan,il,0-20k
8000,2012,dodge,grand caravan,excellent,6,gas,automatic,rwd,mini-van,ca,20k-50k
32000,2010,gmc,sierra 3500 hd,excellent,8,gas,automatic,4wd,truck,nh,50k-100k
25000,2017,jeep,cherokee trailhawk l plus,good,4,gas,automatic,4wd,other,ca,20k-50k
37000,2018,ram,1500 crew cab slt pickup 4d,good,5,other,other,4wd,pickup,in,20k-50k
12000,2007,chevrolet,silverado 2500,good,5,gas,automatic,4wd,sedan,tn,150k-200k
38000,2019,cadillac,xt5 luxury sport,good,6,gas,other,4wd,SUV,fl,0-20k
25000,2016,mercedes-benz,benz e350,excellent,6,gas,automatic,rwd,sedan,ca,50k-100k
42000,2020,ford,transit cargo van,good,6,gas,automatic,rwd,van,in,0-20k
11000,2004,jeep,wrangler,good,6,gas,manual,4wd,sedan,oh,100k-150k
18000,2019,ford,f-150,good,6,other,automatic,fwd,other,wi,20k-50k
26000,2019,dodge,journey,good,5,gas,automatic,4wd,hatchback,ak,100k-150k
23000,2020,hyundai,sonata se sedan 4d,good,5,gas,other,fwd,sedan,wy,0-20k
30000,2015,chevrolet,silverado,good,5,gas,automatic,4wd,truck,mt,50k-100k
23000,2014,mercedes-benz,benz e350,excellent,6,gas,automatic,rwd,coupe,fl,50k-100k
5000,2000,mercedes-benz,e430,good,8,gas,automatic,rwd,sedan,ca,50k-100k
12000,1995,lexus,sc400,excellent,8,gas,automatic,rwd,coupe,fl,100k-150k
28000,2018,others,cx-9 touring sport utility,good,5,other,other,4wd,other,az,20k-50k
6000,2010,chrysler,300 touring,like new,6,gas,automatic,rwd,sedan,ks,100k-150k
12000,2010,chevrolet,silverado 1500 lt,good,5,gas,automatic,4wd,sedan,mn,200k-300k
16000,2017,others,encore,good,4,gas,automatic,4wd,SUV,il,50k-100k
4000,2008,others,s60 2.5t awd,good,5,gas,automatic,4wd,sedan,id,150k-200k
10000,2014,nissan,juke,good,5,other,automatic,4wd,wagon,la,100k-150k
27000,1990,ford,mustang,like new,8,gas,manual,rwd,convertible,sc,20k-50k
8000,2015,chevrolet,spark 1lt,excellent,4,gas,automatic,fwd,hatchback,mi,50k-100k
18000,2004,others,grand prix,fair,8,gas,automatic,fwd,sedan,nv,100k-150k
13000,2009,ram,f-150,good,5,gas,automatic,4wd,pickup,oh,100k-150k
16000,2016,ford,edge,excellent,5,gas,automatic,fwd,SUV,ca,50k-100k
36000,2018,gmc,sierra 1500 double cab sle,good,5,other,other,4wd,pickup,ma,0-20k
7000,2003,mercedes-benz,s-class,good,8,gas,automatic,rwd,sedan,mi,50k-100k
18000,2019,toyota,4runner,good,5,gas,automatic,4wd,sedan,nc,0-20k
18000,2002,others,town car,good,8,gas,automatic,rwd,sedan,co,100k-150k
14000,2014,others,lacrosse premium,excellent,6,gas,automatic,fwd,sedan,ct,100k-150k
10000,2016,toyota,prius c hybrid,like new,4,hybrid,automatic,fwd,hatchback,pa,20k-50k
32000,2012,chevrolet,suburban,good,8,gas,automatic,4wd,SUV,ga,20k-50k
14000,2010,dodge,challenger se,like new,6,gas,automatic,rwd,coupe,ri,20k-50k
15000,2011,acura,mdx,good,6,gas,automatic,4wd,SUV,id,100k-150k
18000,1998,others,century custom,excellent,6,gas,automatic,4wd,sedan,oh,100k-150k
18000,2018,ram,promaster 2500,excellent,5,gas,automatic,4wd,van,ca,20k-50k
7000,2009,others,cooper,good,5,gas,automatic,4wd,sedan,il,50k-100k
6000,2014,others,500l easy,good,4,gas,manual,fwd,hatchback,fl,50k-100k
18000,2008,chevrolet,impala,good,6,gas,automatic,fwd,sedan,wi,150k-200k
18000,2009,ford,crown victoria,good,8,gas,automatic,fwd,sedan,fl,100k-150k
52000,2018,ram,2500,good,5,diesel,automatic,4wd,pickup,ca,0-20k
42000,2018,ford,2018,good,5,gas,automatic,4wd,sedan,nd,20k-50k
38000,2018,ford,Maserati Ghibli,good,5,gas,automatic,4wd,sedan,nj,20k-50k
7000,2005,others,g35,excellent,6,gas,manual,4wd,sedan,ca,100k-150k
12000,1998,ford,mci bus,good,6,diesel,automatic,4wd,sedan,mn,500k+
18000,2016,ford,escape,good,5,gas,automatic,4wd,SUV,tx,100k-150k
16000,2004,chevrolet,silverado 2500hd,good,8,diesel,automatic,4wd,pickup,ga,200k-300k
28000,2014,ram,2500 4x4,like new,6,diesel,automatic,4wd,truck,al,500k+
13000,2008,ford,e-250,good,5,gas,automatic,fwd,van,wy,150k-200k
6000,2006,lexus,gs300,good,5,gas,automatic,4wd,sedan,fl,200k-300k
15000,2011,chevrolet,silverado k1500,good,8,gas,automatic,4wd,sedan,wi,150k-200k
18000,2014,mercedes-benz,s-class,good,8,gas,automatic,4wd,sedan,va,100k-150k
15000,2011,chevrolet,tahoe ltz 4wd,excellent,8,gas,automatic,4wd,SUV,ca,150k-200k
18000,2006,ram,1500 quad cab st pick,good,5,gas,automatic,4wd,truck,or,150k-200k
12000,2006,ford,f250 super duty crew cab,good,8,diesel,automatic,4wd,pickup,ak,150k-200k
18000,2008,ford,f450 super duty,good,8,diesel,automatic,4wd,pickup,tn,100k-150k
18000,2021,bmw,m550i,like new,8,gas,automatic,4wd,sedan,dc,0-20k
18000,2017,chevrolet,silverado,excellent,6,gas,automatic,4wd,truck,me,50k-100k
18000,2019,mercedes-benz,a-class,good,4,gas,automatic,fwd,sedan,il,0-20k
4000,2010,ford,escape,good,5,gas,automatic,4wd,sedan,il,100k-150k
36000,2013,ford,f-150 svt raptor,like new,8,gas,automatic,4wd,sedan,sc,100k-150k
18000,2000,ford,kenworth w900,excellent,5,diesel,manual,4wd,other,fl,150k-200k
18000,2013,chevrolet,silverado 1500 lt,good,8,gas,automatic,4wd,sedan,or,100k-150k
22000,2017,audi,a4 2.0t quattro,excellent,4,gas,automatic,4wd,sedan,nh,50k-100k
18000,2019,dodge,journey se fwd,good,5,other,automatic,fwd,hatchback,mo,0-20k
17000,2016,chevrolet,colorado,excellent,4,gas,automatic,rwd,truck,fl,50k-100k
18000,1983,honda,civic,good,5,gas,automatic,4wd,sedan,ma,100k-150k
19000,2003,ram,3500 dually cummins,good,6,diesel,manual,4wd,pickup,ks,200k-300k
16000,2011,mercedes-benz,gl-class,good,5,gas,automatic,4wd,SUV,vt,100k-150k
5000,2015,nissan,sentra,like new,4,gas,automatic,rwd,sedan,ca,50k-100k
11000,2009,ford,flex sel awd,excellent,5,gas,automatic,4wd,sedan,ia,50k-100k
18000,2017,ram,1500,excellent,5,gas,automatic,4wd,truck,az,20k-50k
30000,2012,ford,f350,good,5,gas,automatic,4wd,other,ca,50k-100k
18000,2017,gmc,sierra 3500 slt lifted dura,good,8,diesel,automatic,4wd,truck,ca,50k-100k
35000,2019,acura,rdx sh-awd sport utility,good,5,other,other,4wd,SUV,nc,0-20k
34000,2020,cadillac,ct5 premium luxury,good,5,other,other,rwd,sedan,ny,0-20k
12000,2010,ford,n Rogue,good,4,gas,automatic,4wd,SUV,ia,50k-100k
17000,2012,others,evoque,good,5,gas,automatic,4wd,sedan,az,100k-150k
9000,2005,ford,f-250,good,5,diesel,automatic,4wd,pickup,ok,300k-400k
18000,2017,ford,super duty f-350 drw plati,good,8,diesel,automatic,4wd,truck,wa,50k-100k
15000,1986,toyota,mrx,excellent,4,gas,automatic,rwd,sedan,ny,100k-150k
44000,2019,ram,1500 crew cab big horn,good,8,gas,other,4wd,pickup,tn,0-20k
17000,2017,nissan,pathfinder,good,5,gas,automatic,4wd,wagon,ca,50k-100k
21000,2018,toyota,tacoma,good,4,gas,automatic,fwd,pickup,la,50k-100k
18000,2014,kia,sorento lx sport utility 4d,good,5,other,other,fwd,other,ga,20k-50k
17000,2010,ford,Keystone LAREDO,excellent,5,gas,automatic,4wd,sedan,co,0-20k
10000,2013,honda,accord ex-l,excellent,4,gas,automatic,fwd,sedan,pa,100k-150k
9000,2013,subaru,outback 2.5i premium awd,good,4,gas,automatic,4wd,wagon,wa,150k-200k
7000,2014,chevrolet,impala,good,6,gas,automatic,fwd,sedan,il,100k-150k
30000,2020,others,qx60 pure sport utility,good,6,gas,other,4wd,SUV,ca,20k-50k
17000,2014,toyota,prius two hatchback 4d,good,5,other,other,fwd,hatchback,nc,20k-50k
18000,2009,chevrolet,aveo,good,5,gas,automatic,4wd,sedan,ak,100k-150k
35000,2015,dodge,charger,good,5,gas,automatic,rwd,sedan,il,50k-100k
14000,2009,cadillac,escalade,good,5,other,automatic,4wd,SUV,mn,150k-200k
28000,2012,gmc,sierra 1500 crew cab sle,good,8,gas,other,4wd,pickup,ca,50k-100k
4000,2007,toyota,prius,like new,4,hybrid,automatic,4wd,sedan,pa,150k-200k
18000,2019,kia,optima,like new,5,gas,automatic,4wd,sedan,tx,0-20k
6000,2006,ford,expedition,good,8,gas,automatic,4wd,SUV,pa,150k-200k
53000,2018,others,navigator premiere sport,good,6,gas,other,4wd,SUV,nc,20k-50k
12000,1963,ford,f100,good,8,gas,manual,rwd,pickup,ca,100k-150k
13000,2016,ford,focus se,good,5,gas,automatic,4wd,sedan,ga,0-20k
18000,2017,chevrolet,silverado 1500,good,8,gas,automatic,4wd,pickup,va,50k-100k
17000,2014,acura,rdx sport utility 4d,good,6,gas,automatic,fwd,SUV,va,50k-100k
37000,2016,lexus,rx 350 f sport suv 4d,good,6,gas,other,4wd,SUV,ca,0-20k
7000,2007,toyota,sequoia limited 4wd,good,8,gas,automatic,4wd,SUV,tn,200k-300k
6000,2010,nissan,altima,good,4,gas,automatic,fwd,sedan,pa,150k-200k
14000,2014,ford,transit connect,excellent,4,gas,automatic,fwd,sedan,wi,50k-100k
34000,2019,gmc,savana,like new,8,gas,automatic,rwd,van,wv,20k-50k
18000,2006,others,xc70 cross country,excellent,5,gas,automatic,4wd,wagon,ma,150k-200k
9000,2011,subaru,impreza,good,4,gas,automatic,4wd,sedan,il,100k-150k
7000,2006,bmw,x3,excellent,5,gas,automatic,4wd,sedan,ga,100k-150k
8000,2011,toyota,camry,excellent,4,gas,automatic,4wd,sedan,ca,100k-150k
18000,2002,ford,focus,good,5,gas,manual,4wd,sedan,wi,150k-200k
15000,2017,honda,accord lx,good,4,gas,manual,fwd,sedan,ny,50k-100k
8000,2007,others,navigator 4wd,excellent,5,gas,automatic,4wd,sedan,in,150k-200k
5000,2015,kia,rio lx,good,4,gas,manual,4wd,sedan,ca,150k-200k
7000,2010,gmc,terrain sle,like new,4,gas,automatic,fwd,SUV,tx,100k-150k
